url,status,final_url,redirected,title,description,canonical,h1,h2_count,body_chars,img_count,internal_links,has_gcal,has_form,lang,numeric_id,bytes
http://shiomihouse.com/176/,200,http://shiomihouse.com/176/,,,,http://shiomihouse.com/176/,佐島ぐらし情報 ②お買い物,2,1589,13,36,,Y,ja,Y,70304
http://shiomihouse.com/177/,200,http://shiomihouse.com/177/,,,,http://shiomihouse.com/177/,アクセス（佐島港から汐見の家へ）,2,1082,16,42,,Y,ja,Y,71674
http://shiomihouse.com/178/,200,http://shiomihouse.com/178/,,,,http://shiomihouse.com/178/,アメリカ日系一世ロバート汐見の足跡（１）父、佐市の渡米,2,2645,17,44,,Y,ja,Y,83369
http://shiomihouse.com/179/,200,http://shiomihouse.com/179/,,,,http://shiomihouse.com/179/,アメリカ日系一世ロバート汐見の足跡（２）汐見一、13歳で単身海を渡る,2,1899,16,45,,Y,ja,Y,79267
http://shiomihouse.com/193/,200,http://shiomihouse.com/193/,,,,http://shiomihouse.com/193/,アメリカ日系一世ロバート汐見の足跡（コラム１）ロバートに命を救われた女性の話,2,2287,14,42,,Y,ja,Y,77339
http://shiomihouse.com/203/,200,http://shiomihouse.com/203/,,,,http://shiomihouse.com/203/,アメリカ日系一世ロバート汐見の足跡（３）ロバート汐見の青春,2,3921,16,44,,Y,ja,Y,82499
http://shiomihouse.com/242/,200,http://shiomihouse.com/242/,,,,http://shiomihouse.com/242/,佐島・田坂伊三郎氏の百年前の炭窯をカナダ・ソルトスプリング島で発見,0,4435,13,41,,Y,ja,Y,70166
http://shiomihouse.com/259/,200,http://shiomihouse.com/259/,,,,http://shiomihouse.com/259/,アメリカ日系一世ロバート汐見の足跡（４）日系人強制収容,2,2431,18,47,,Y,ja,Y,84249
http://shiomihouse.com/277/,200,http://shiomihouse.com/277/,,,,http://shiomihouse.com/277/,アメリカ日系一世ロバート汐見の足跡（５）アメリカン・ドリーム,2,1939,17,46,,Y,ja,Y,80438
http://shiomihouse.com/285/,200,http://shiomihouse.com/285/,,,,http://shiomihouse.com/285/,部屋、宿泊料金、設備,0,1085,12,36,,Y,ja,Y,55299
http://shiomihouse.com/300/,200,http://shiomihouse.com/300/,,,,http://shiomihouse.com/300/,開業のお知らせ,2,1843,14,39,,Y,ja,Y,76315
http://shiomihouse.com/318/,200,http://shiomihouse.com/318/,,,,http://shiomihouse.com/318/,アメリカ日系一世ロバート汐見の足跡（コラム２）同郷 田中宇八氏の足跡,2,1654,14,42,,Y,ja,Y,75754
http://shiomihouse.com/harukoseki/,200,http://shiomihouse.com/harukoseki/,,,,http://shiomihouse.com/harukoseki/,関 晴子,0,411,2,11,,,ja,,36647
http://shiomihouse.com/en/special-thanks/,200,http://shiomihouse.com/en/special-thanks/,,,,http://shiomihouse.com/en/special-thanks/,Special Thanks,0,607,2,11,,,en,,35271
http://shiomihouse.com/en/seki-haruko/,200,http://shiomihouse.com/en/seki-haruko/,,,,http://shiomihouse.com/en/seki-haruko/,Haruko Seki,0,821,2,11,,,en,,35002
http://shiomihouse.com/renovation/,200,http://shiomihouse.com/renovation/,,,,http://shiomihouse.com/renovation/,古民家再生,0,1112,2,28,,,ja,,39504
http://shiomihouse.com/en/renovation/,200,http://shiomihouse.com/en/renovation/,,,,http://shiomihouse.com/en/renovation/,Renovation,0,966,2,11,,,en,,35301
http://shiomihouse.com/en/511/,200,http://shiomihouse.com/en/511/,,,,http://shiomihouse.com/en/511/,Foot step of Japanese American Robert Shiomi (Introduction),2,2066,13,42,,Y,en,Y,66892
http://shiomihouse.com/en/514/,200,http://shiomihouse.com/en/514/,,,,http://shiomihouse.com/en/514/,"Foot step of Japanese American Robert Shiomi (1) Immigration of Saichi, father",2,5829,16,43,,Y,en,Y,72806
http://shiomihouse.com/en/530/,200,http://shiomihouse.com/en/530/,,,,http://shiomihouse.com/en/530/,"Foot step of Japanese American Robert Shiomi(2) Hajime Shiomi, the crosses ocean alone at age of 13.",2,3660,15,44,,Y,en,Y,70117
http://shiomihouse.com/en/536/,200,http://shiomihouse.com/en/536/,,,,http://shiomihouse.com/en/536/,Foot step of Japanese American Robert Shiomi(3) School days,2,4215,15,43,,Y,en,Y,69962
http://shiomihouse.com/en/543/,200,http://shiomihouse.com/en/543/,,,,http://shiomihouse.com/en/543/,Footstep of Japanese American Robert Shiomi(4) Japanese Internment,2,4336,17,45,,Y,en,Y,71360
http://shiomihouse.com/en/onomichi-st-map/,200,http://shiomihouse.com/en/onomichi-st-map/,,,,http://shiomihouse.com/en/onomichi-st-map/,Onomichi Station,2,517,8,20,,Y,en,,53794
http://shiomihouse.com/en/nagasaki-sanbashi-pier/,200,http://shiomihouse.com/en/nagasaki-sanbashi-pier/,,,,http://shiomihouse.com/en/nagasaki-sanbashi-pier/,Nagasaki sanbashi(pier),2,524,8,20,,Y,en,,53936
http://shiomihouse.com/627/,200,http://shiomihouse.com/627/,,,,http://shiomihouse.com/627/,アメリカ日系一世ロバート汐見の足跡（６）社会貢献－文化財寄贈－,2,1515,21,41,,Y,ja,Y,79684
http://shiomihouse.com/649/,200,http://shiomihouse.com/649/,,,,http://shiomihouse.com/649/,五右衛門風呂（内装編）,2,899,22,40,,Y,ja,Y,83522
http://shiomihouse.com/656/,200,http://shiomihouse.com/656/,,,,http://shiomihouse.com/656/,五右衛門風呂（本体編）,2,1218,23,40,,Y,ja,Y,85624
http://shiomihouse.com/667/,200,http://shiomihouse.com/667/,,,,http://shiomihouse.com/667/,頂きもの② 水屋・格子戸,2,925,18,38,,Y,ja,Y,76607
http://shiomihouse.com/684/,200,http://shiomihouse.com/684/,,,,http://shiomihouse.com/684/,お披露目の御礼,2,2256,18,39,,Y,ja,Y,82018
http://shiomihouse.com/715/,200,http://shiomihouse.com/715/,,,,http://shiomihouse.com/715/,佐島の島四国,2,1340,16,39,,Y,ja,Y,75753
http://shiomihouse.com/724/,200,http://shiomihouse.com/724/,,,,http://shiomihouse.com/724/,開業の御礼,2,929,13,39,,Y,ja,Y,70837
http://shiomihouse.com/special-thanks/,200,http://shiomihouse.com/special-thanks/,,,,http://shiomihouse.com/special-thanks/,Special Thanks,0,448,2,11,,,ja,,37162
http://shiomihouse.com/760/,200,http://shiomihouse.com/760/,,,,http://shiomihouse.com/760/,ゲルハルト・リヒター作品展（上島町豊島）8月28日までの土・日・祝日,2,1701,24,40,,Y,ja,Y,90146
http://shiomihouse.com/habuport/,200,http://shiomihouse.com/habuport/,,,,http://shiomihouse.com/habuport/,HabuPort,2,322,10,20,,Y,ja,,60394
http://shiomihouse.com/life_shopping/,200,http://shiomihouse.com/life_shopping/,,,,http://shiomihouse.com/life_shopping/,佐島ぐらし情報 お買いもの,2,1895,8,20,,Y,ja,,62514
http://shiomihouse.com/en/912/,200,http://shiomihouse.com/en/912/,,,,http://shiomihouse.com/en/912/,Foot step of Japanese American Robert Shiomi(5) American Dream,2,4469,17,43,,Y,en,Y,73144
http://shiomihouse.com/918/,200,http://shiomihouse.com/918/,,,,http://shiomihouse.com/918/,お披露目の様子を愛媛新聞でご紹介頂きました。（2016年5月8日付）,2,658,13,39,,Y,ja,Y,69481
http://shiomihouse.com/920/,200,http://shiomihouse.com/920/,,,,http://shiomihouse.com/920/,20150712 愛媛新聞「温かい住民と景色 大好き～自転車で日本一周 静岡の小島さん」,2,749,13,39,,Y,ja,Y,70151
http://shiomihouse.com/932/,200,http://shiomihouse.com/932/,,,,http://shiomihouse.com/932/,ゲルハルト・リヒター｢14枚のガラス｣公開 11月末までの土・日・祝日,0,581,12,40,,,ja,Y,55589
http://shiomihouse.com/en/934/,200,http://shiomihouse.com/en/934/,,,,http://shiomihouse.com/en/934/,"Gerhard Richter “14 Panes of Glass for Toyoshima island” is available on holiday by Nov. 30, 2016",2,2093,21,34,,Y,en,Y,69761
http://shiomihouse.com/1000-2/,200,http://shiomihouse.com/1000-2/,,,,http://shiomihouse.com/1000-2/,簡易イスラム礼拝室,2,390,9,21,,Y,ja,,59116
http://shiomihouse.com/en/1000-2/,200,http://shiomihouse.com/en/1000-2/,,,,http://shiomihouse.com/en/1000-2/,Temporary prayer rooms,2,785,9,21,,Y,en,,54712
http://shiomihouse.com/995/,200,http://shiomihouse.com/995/,,,,http://shiomihouse.com/995/,一周年の御礼,2,1559,15,39,,Y,ja,Y,75980
http://shiomihouse.com/1013/,200,http://shiomihouse.com/1013/,,,,http://shiomihouse.com/1013/,桂弥太郎「おうち落語会」＠古民家ゲストハウス汐見の家,2,756,13,38,,Y,ja,Y,69675
http://shiomihouse.com/1028/,200,http://shiomihouse.com/1028/,,,,http://shiomihouse.com/1028/,アメリカ日系一世ロバート汐見の足跡（7）社会貢献－留学生支援－,2,2167,15,43,,Y,ja,Y,77651
http://shiomihouse.com/nikkeiarticlelist/,200,http://shiomihouse.com/nikkeiarticlelist/,,,,http://shiomihouse.com/nikkeiarticlelist/,日系移民記事一覧,0,431,7,34,,,ja,,45296
http://shiomihouse.com/media/,200,http://shiomihouse.com/media/,,,,http://shiomihouse.com/media/,メディア掲載,0,1493,7,37,,,ja,,47815
http://shiomihouse.com/1130/,200,http://shiomihouse.com/1130/,,,,http://shiomihouse.com/1130/,20150528 東京新聞夕刊｢国際交流の宿 平和の扉開け～瀬戸内・佐島 親族ら古民家改装へ｣,2,583,13,39,,Y,ja,Y,69723
http://shiomihouse.com/1165/,200,http://shiomihouse.com/1165/,,,,http://shiomihouse.com/1165/,20170724 愛媛新聞朝刊9面｢ボンジュール しまなみ｣仏高校生学習旅行,2,649,13,39,,Y,ja,Y,70075
http://shiomihouse.com/1172/,200,http://shiomihouse.com/1172/,,,,http://shiomihouse.com/1172/,20160721 朝日新聞愛媛版｢佐島に古民家ゲストハウス｣,2,546,13,38,,Y,ja,Y,69725
http://shiomihouse.com/1174/,200,http://shiomihouse.com/1174/,,,,http://shiomihouse.com/1174/,上島町体験プログラム Feel!KAMIJIMA,2,533,15,38,,Y,ja,Y,71324
http://shiomihouse.com/1180/,200,http://shiomihouse.com/1180/,,,,http://shiomihouse.com/1180/,201512 季刊日本で最も美しい村2015冬号,2,509,14,39,,Y,ja,Y,71484
http://shiomihouse.com/1185/,200,http://shiomihouse.com/1185/,,,,http://shiomihouse.com/1185/,201707 タウン情報まつやま｢上島町体験プログラム｣,2,535,14,39,,Y,ja,Y,71307
http://shiomihouse.com/1187/,200,http://shiomihouse.com/1187/,,,,http://shiomihouse.com/1187/,201707 全国ゲストハウスガイド(実業之日本社）,2,498,14,38,,Y,ja,Y,69882
http://shiomihouse.com/1190/,200,http://shiomihouse.com/1190/,,,,http://shiomihouse.com/1190/,201707 Wink福山備後2017年7月号,2,478,15,38,,Y,ja,Y,71169
http://shiomihouse.com/1194/,200,http://shiomihouse.com/1194/,,,,http://shiomihouse.com/1194/,Wink広島8月号「泊まるならココ！古民家ゲストハウス汐見の家」,2,543,15,39,,Y,ja,Y,71995
http://shiomihouse.com/1196/,200,http://shiomihouse.com/1196/,,,,http://shiomihouse.com/1196/,広報かみじま2017年5月「わたしの上島旅」（西村暢子）,2,521,14,39,,Y,ja,Y,70496
http://shiomihouse.com/1200/,200,http://shiomihouse.com/1200/,,,,http://shiomihouse.com/1200/,201706 議会だより「町民の声」（工藤美絵),2,445,14,38,,Y,ja,Y,70978
http://shiomihouse.com/1204/,200,http://shiomihouse.com/1204/,,,,http://shiomihouse.com/1204/,20150412 愛媛新聞「よみがえる家 歴史伝承～現地でイベント 住民らに魅力紹介」,2,686,13,38,,Y,ja,Y,70085
http://shiomihouse.com/1206/,200,http://shiomihouse.com/1206/,,,,http://shiomihouse.com/1206/,20150124 愛媛新聞朝刊「古民家活用 若者目線で～松山の専門学校生 交流施設など提案」,2,899,13,37,,Y,ja,Y,69846
http://shiomihouse.com/1212/,200,http://shiomihouse.com/1212/,,,,http://shiomihouse.com/1212/,20160813/20 愛媛新聞｢四季録｣（下弓削・田坂邸 武知美穂氏）,2,637,14,38,,Y,ja,Y,70799
http://shiomihouse.com/1326/,200,http://shiomihouse.com/1326/,,,,http://shiomihouse.com/1326/,2015年9月 庭のリノベーション,2,1407,30,39,,Y,ja,Y,94367
http://shiomihouse.com/1331/,200,http://shiomihouse.com/1331/,,,,http://shiomihouse.com/1331/,井戸のリノベーション,2,1531,24,40,,Y,ja,Y,89005
http://shiomihouse.com/1359/,200,http://shiomihouse.com/1359/,,,,http://shiomihouse.com/1359/,2015年12月 長屋門の屋根と瓦,2,861,22,40,,Y,ja,Y,79306
http://shiomihouse.com/1361/,200,http://shiomihouse.com/1361/,,,,http://shiomihouse.com/1361/,コンポストバイオトイレ,2,1344,15,40,,Y,ja,Y,73675
http://shiomihouse.com/1413/,200,http://shiomihouse.com/1413/,,,,http://shiomihouse.com/1413/,2015/9 壁塗りワークショップ,2,535,18,40,,Y,ja,Y,77416
http://shiomihouse.com/1427/,200,http://shiomihouse.com/1427/,,,,http://shiomihouse.com/1427/,戦後の日系カナダ人－佐島根岸邸3通の文書－,2,4579,22,43,,Y,ja,Y,95957
http://shiomihouse.com/1458/,200,http://shiomihouse.com/1458/,,,,http://shiomihouse.com/1458/,第2回汐見の家ごはん会～みえさんと語ろう～スペシャルゲスト松鳥むうさん！,2,1109,14,39,,Y,ja,Y,73727
http://shiomihouse.com/1532/,200,http://shiomihouse.com/1532/,,,,http://shiomihouse.com/1532/,おわりに,0,1579,12,43,,,ja,Y,59308
http://shiomihouse.com/en/nikkeitoc/,200,http://shiomihouse.com/en/nikkeitoc/,,,,http://shiomihouse.com/en/nikkeitoc/,NIKKEI History Table of Contents,0,932,7,34,,,en,,43459
http://shiomihouse.com/1544/,200,http://shiomihouse.com/1544/,,,,http://shiomihouse.com/1544/,2017年、今年もお世話になりました。,0,2109,12,39,,,ja,Y,60714
http://shiomihouse.com/en/1578/,200,http://shiomihouse.com/en/1578/,,,,http://shiomihouse.com/en/1578/,Foot step of Japanese American Robert Shiomi(6)－Donation of Cultural Heritage－,2,4406,21,41,,Y,en,Y,70788
http://shiomihouse.com/en/1582/,200,http://shiomihouse.com/en/1582/,,,,http://shiomihouse.com/en/1582/,Foot step of Japanese American Robert Shiomi (7) Social contribution -Exchange Student Support-,2,5073,15,43,,Y,en,Y,71650
http://shiomihouse.com/en/1608/,200,http://shiomihouse.com/en/1608/,,,,http://shiomihouse.com/en/1608/,Closing Note,0,3821,12,43,,,en,Y,56999
http://shiomihouse.com/en/1613/,200,http://shiomihouse.com/en/1613/,,,,http://shiomihouse.com/en/1613/,"Tokyo Newspaper May 28,2015 “Relatives succeeds life wish of wartime Nikkei doctor and renovates traditional Japanese folk house”",2,3547,8,28,,Y,en,Y,61361
http://shiomihouse.com/studentpj_1d/,200,http://shiomihouse.com/studentpj_1d/,,,,http://shiomihouse.com/studentpj_1d/,学生による古民家再生プロジェクト,2,475,14,20,,Y,ja,,66974
http://shiomihouse.com/1749/,200,http://shiomihouse.com/1749/,,,,http://shiomihouse.com/1749/,頂きもの① 食器・布団,2,1155,14,40,,Y,ja,Y,71514
http://shiomihouse.com/1752/,200,http://shiomihouse.com/1752/,,,,http://shiomihouse.com/1752/,古建具の追加購入,2,763,15,38,,Y,ja,Y,72747
http://shiomihouse.com/1757/,200,http://shiomihouse.com/1757/,,,,http://shiomihouse.com/1757/,はじまり,2,1055,19,38,,Y,ja,Y,77385
http://shiomihouse.com/obento/,200,http://shiomihouse.com/obento/,,,,http://shiomihouse.com/obento/,お弁当ドラフト,0,527,7,20,,,ja,,44748
http://shiomihouse.com/mealsharing/,200,http://shiomihouse.com/mealsharing/,,,,http://shiomihouse.com/mealsharing/,シェアごはん,0,516,7,20,,,ja,,44603
http://shiomihouse.com/self-cooking/,200,http://shiomihouse.com/self-cooking/,,,,http://shiomihouse.com/self-cooking/,自炊ドラフト,0,388,7,21,,,ja,,44175
http://shiomihouse.com/alcohol/,200,http://shiomihouse.com/alcohol/,,,,http://shiomihouse.com/alcohol/,お酒,0,466,7,21,,,ja,,44584
http://shiomihouse.com/souvenir/,200,http://shiomihouse.com/souvenir/,,,,http://shiomihouse.com/souvenir/,お土産ドラフト,0,349,7,20,,,ja,,45582
http://shiomihouse.com/1870/,200,http://shiomihouse.com/1870/,,,,http://shiomihouse.com/1870/,開業二周年の感謝を込めて、島四国のお接待をさせて頂きました。,2,1096,17,40,,Y,ja,Y,79219
http://shiomihouse.com/1897/,200,http://shiomihouse.com/1897/,,,,http://shiomihouse.com/1897/,小出さんと実録こまなん自動車～まだまだ続くご縁わらしべ長者～,2,3838,14,39,,Y,ja,Y,81073
http://shiomihouse.com/1947/,200,http://shiomihouse.com/1947/,,,,http://shiomihouse.com/1947/,L-Duo古民家ライブ＠汐見の家,0,798,12,39,,,ja,Y,56085
http://shiomihouse.com/en/alcohol/,200,http://shiomihouse.com/en/alcohol/,,,,http://shiomihouse.com/en/alcohol/,Alcohol,0,959,7,21,,,en,,42884
http://shiomihouse.com/othermeals/,200,http://shiomihouse.com/othermeals/,,,,http://shiomihouse.com/othermeals/,自炊・外食・宅配弁当,0,762,7,22,,,ja,,45773
http://shiomihouse.com/2036/,200,http://shiomihouse.com/2036/,,,,http://shiomihouse.com/2036/,11月3日(土)18:30 Dave Sinclairゆめのしまミニライブ@汐見の家,2,1398,15,41,,Y,ja,Y,73881
http://shiomihouse.com/2061/,200,http://shiomihouse.com/2061/,,,,http://shiomihouse.com/2061/,光の舞 唄 音 コンサート,0,946,12,39,,,ja,Y,57394
http://shiomihouse.com/2076/,200,http://shiomihouse.com/2076/,,,,http://shiomihouse.com/2076/,12月8日 汐見日系移民祭,2,1355,15,43,,Y,ja,Y,74840
http://shiomihouse.com/2089/,200,http://shiomihouse.com/2089/,,,,http://shiomihouse.com/2089/,トランスマンツァ・ツアー上映会&トーク@汐見の家,2,1183,14,40,,Y,ja,Y,73561
http://shiomihouse.com/2096/,200,http://shiomihouse.com/2096/,,,,http://shiomihouse.com/2096/,【開催御礼】トランスマンツァ・ツアー上映会&トーク,2,983,16,38,,Y,ja,Y,75153
http://shiomihouse.com/2104/,200,http://shiomihouse.com/2104/,,,,http://shiomihouse.com/2104/,【開催御礼－座談会の記録】トランスマンツァ・ツアー上映会&トーク,0,3303,12,39,,,ja,Y,63725
http://shiomihouse.com/2302/,200,http://shiomihouse.com/2302/,,,,http://shiomihouse.com/2302/,内装・仕上げ,2,544,55,40,,Y,ja,Y,128372
http://shiomihouse.com/2348/,200,http://shiomihouse.com/2348/,,,,http://shiomihouse.com/2348/,第二期リノベーション,2,928,27,40,,Y,ja,Y,93113
http://shiomihouse.com/2378/,200,http://shiomihouse.com/2378/,,,,http://shiomihouse.com/2378/,130年の時を越えて〜スティーブ・オダ サロードコンサート in 佐島,2,1209,16,45,,Y,ja,Y,92553
http://shiomihouse.com/2425/,200,http://shiomihouse.com/2425/,,,,http://shiomihouse.com/2425/,木炭蓄電器「TANDEN」を導入しました,2,1231,17,38,,Y,ja,Y,86667
http://shiomihouse.com/2432/,200,http://shiomihouse.com/2432/,,,,http://shiomihouse.com/2432/,今治北高写真部「民家の甲子園」受賞作品展,2,1841,17,38,,Y,ja,Y,90682
http://shiomihouse.com/2573/,200,http://shiomihouse.com/2573/,,,,http://shiomihouse.com/2573/,汐見の家ごはん会＠東京〜岩城島から岡ちゃん来るよ！,0,902,14,39,,Y,ja,Y,74855
http://shiomihouse.com/shiomicar/,200,http://shiomihouse.com/shiomicar/,,,,http://shiomihouse.com/shiomicar/,汐見カー（カーシェアリング）,2,725,9,21,,Y,ja,,70181
http://shiomihouse.com/lcc-fromtokyo/,200,http://shiomihouse.com/lcc-fromtokyo/,,,,http://shiomihouse.com/lcc-fromtokyo/,モデルコース(東京から格安航空で）,0,960,7,20,,,ja,,47305
http://shiomihouse.com/highwaybus-fromtokyo/,200,http://shiomihouse.com/highwaybus-fromtokyo/,,,,http://shiomihouse.com/highwaybus-fromtokyo/,モデルコース（深夜バスで）,0,636,7,20,,,ja,,46316
http://shiomihouse.com/jal-ana-fromtokyo/,200,http://shiomihouse.com/jal-ana-fromtokyo/,,,,http://shiomihouse.com/jal-ana-fromtokyo/,モデルコース（東京からJAL/ANAで）,0,752,7,20,,,ja,,46542
http://shiomihouse.com/shinkansen-fromtokyo/,200,http://shiomihouse.com/shinkansen-fromtokyo/,,,,http://shiomihouse.com/shinkansen-fromtokyo/,モデルコース（東京から新幹線で）,0,612,7,20,,,ja,,46287
http://shiomihouse.com/2721/,200,http://shiomihouse.com/2721/,,,,http://shiomihouse.com/2721/,汎瀬戸内芸術行 〜 工藤冬里 陶芸とピアノソロ,2,790,13,41,,Y,ja,Y,80129
http://shiomihouse.com/2734/,200,http://shiomihouse.com/2734/,,,,http://shiomihouse.com/2734/,[ツアー]汎瀬戸内芸術行,2,1330,13,40,,Y,ja,Y,83994
http://shiomihouse.com/2839/,200,http://shiomihouse.com/2839/,,,,http://shiomihouse.com/2839/,【追記:御礼・超過達成！5月1日にwifiルーターを配布しました】【シェア拡散希望】弓削高校オンライン授業応援プロジェクト,0,1342,12,38,,,ja,Y,60251
http://shiomihouse.com/2865/,200,http://shiomihouse.com/2865/,,,,http://shiomihouse.com/2865/,営業再開のお知らせ,0,717,12,38,,,ja,Y,56987
http://shiomihouse.com/2871/,200,http://shiomihouse.com/2871/,,,,http://shiomihouse.com/2871/,【御礼】弓削高校オンライン授業応援プロジェクトご報告,2,1576,14,39,,Y,ja,Y,85594
http://shiomihouse.com/3010/,200,http://shiomihouse.com/3010/,,,,http://shiomihouse.com/3010/,【御礼】五周年を迎えました。,0,679,12,38,,,ja,Y,56891
http://shiomihouse.com/3108/,200,http://shiomihouse.com/3108/,,,,http://shiomihouse.com/3108/,汐見の家、島親やります,0,1050,12,38,,,ja,Y,58642
http://shiomihouse.com/7730/,200,http://shiomihouse.com/7730/,,,,http://shiomihouse.com/7730/,島四国のご報告（長文）,2,2047,18,40,,Y,ja,Y,92194
http://shiomihouse.com/7750/,200,http://shiomihouse.com/7750/,,,,http://shiomihouse.com/7750/,第十九番札所立江寺 再建費用ご寄進のお誘い,2,1227,14,40,,Y,ja,Y,83315
http://shiomihouse.com/7909/,200,http://shiomihouse.com/7909/,,,,http://shiomihouse.com/7909/,【御礼とご報告】第十九番札所 立江寺再建,2,692,16,39,,Y,ja,Y,82911
http://shiomihouse.com/8060/,200,http://shiomihouse.com/8060/,,,,http://shiomihouse.com/8060/,【ご報告】写真展「巡礼道の魅力」〜スペイン、熊野、そして佐島〜,2,1345,17,51,,Y,ja,Y,88658
http://shiomihouse.com/8078/,200,http://shiomihouse.com/8078/,,,,http://shiomihouse.com/8078/,島四国のご案内（2025年）,2,1008,15,44,,Y,ja,Y,78170
http://shiomihouse.com/9179/,200,http://shiomihouse.com/9179/,,,,http://shiomihouse.com/9179/,【学生を万博へ】支援のご報告,2,1388,34,39,,Y,ja,Y,109748
http://shiomihouse.com/9607/,200,http://shiomihouse.com/9607/,,,,http://shiomihouse.com/9607/,トークイベント「古民家活用の現場から考える、上島町のいま」,2,1465,13,41,,Y,ja,Y,83216
http://shiomihouse.com/10450/,200,http://shiomihouse.com/10450/,,,,http://shiomihouse.com/10450/,【ご報告】佐島八幡神社 修繕費用の寄付をお手伝いしました。,2,1435,21,42,,Y,ja,Y,91691
http://shiomihouse.com/en/11314/,200,http://shiomihouse.com/en/11314/,,,,http://shiomihouse.com/en/11314/,[Report] Helped with fundraising for the repair of Sashima Hachiman Shrine,2,3807,21,41,,Y,en,Y,81706
